Company Name;Company Code;HFM Entity Code;Currency;Dcoument Type;Debit/Credit indicator;Gross Value in Local Currency;Net Value in Local Currency;Gross Value in GBB;Net Value in GBB;Clearing Date;Document Date;Document Recipt Date;Due Date;Payment Date;Payment Terms Code;Payment Method Code;Trading Partner;Customer Code;Customer Name;SAP Reference Number;SAP Document Number
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       407.75;                       407.75;;;31/10/2021;19/11/2020;25/11/2020;15/12/2020;31/10/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;AR0095;0700001164
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4013.47;                      4013.47;;;31/03/2022;22/02/2022;22/02/2022;21/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0229;0700001164
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     62611.46;                     62611.46;;;26/05/2021;19/11/2020;25/11/2020;15/12/2020;26/05/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AR0097;0700001166
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13650.00;                        13650;;;31/03/2022;22/02/2022;28/02/2022;21/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;AR0230;0700001175
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13650.00;                        13650;;;31/03/2022;22/02/2022;28/02/2022;21/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;AR0231;0700001176
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4702.28;                      3949.37;;;31/03/2022;22/02/2022;28/02/2022;21/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0232;0700001177
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       365.03;                       365.03;;;31/03/2022;28/02/2022;28/02/2022;21/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0233;0700001178
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       294.29;                       245.24;;;31/03/2022;28/02/2022;28/02/2022;21/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0234;0700001179
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       583.33;                       583.33;;;30/04/2022;28/02/2022;28/02/2022;21/03/2022;30/04/2022;GB08;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;;0700001183
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       583.33;                       583.33;;;30/04/2022;28/02/2022;28/02/2022;21/03/2022;30/04/2022;GB08;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;;0700001184
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1400.00;                         1400;;;30/04/2022;28/02/2022;28/02/2022;21/03/2022;30/04/2022;GB08;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700001185
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     10279.11;                     10279.11;;;30/04/2022;28/02/2022;28/02/2022;21/03/2022;30/04/2022;GB08;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700001186
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2607.25;                      2607.25;;;30/04/2022;28/02/2022;28/02/2022;31/12/2024;30/04/2022;;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;;0700001187
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     11859.56;                     11859.56;;;30/04/2022;28/02/2022;28/02/2022;21/03/2022;30/04/2022;GB08;Bank Transfer;YES;0000101639;D S Smith AD Skopje;;0700001188
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      6747.52;                      6747.52;;;30/11/2021;26/11/2020;27/11/2020;15/12/2020;30/11/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;AR0119;0700001189
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                        76.26;                        76.26;;;31/03/2022;15/02/2022;28/02/2022;15/02/2022;31/03/2022;;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;;0700001195
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     53503.46;                     53503.46;;;26/05/2021;19/11/2020;30/11/2020;15/12/2020;26/05/2021;GB06;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;AR0091;0700001211
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      8000.00;                         8000;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700001228
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18100.00;                        18100;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700001229
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     23200.00;                        23200;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700001230
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4100.00;                         4100;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700001231
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18600.00;                        18600;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700001232
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4400.00;                         4400;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700001233
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9800.00;                         9800;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700001234
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       600.00;                          600;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700001235
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       350.00;                          350;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700001236
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     10500.00;                        10500;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101459;DS Smith Hellas SA;PGRKOR;0700001237
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     15500.00;                        15500;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700001238
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     16800.00;                        16800;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700001239
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     16300.00;                        16300;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700001240
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18400.00;                        18400;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;PHUFUS;0700001241
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5200.00;                         5200;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700001242
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1500.00;                         1500;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700001243
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       100.00;                          100;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700001244
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       900.00;                          900;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700001245
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      8700.00;                         8700;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700001246
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1000.00;                         1000;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700001247
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5200.00;                         5200;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;PROTIM;0700001248
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     16100.00;                        16100;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700001249
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     28200.00;                        28200;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700001250
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2800.00;                         2800;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700001251
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       110.00;                          110;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700001252
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19300.00;                        19300;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700001253
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       500.00;                          500;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700001254
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       800.00;                          800;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700001255
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1800.00;                         1800;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700001256
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       150.00;                          150;;;15/04/2022;10/03/2022;10/03/2022;21/04/2022;15/04/2022;GB08;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700001257
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      6300.00;                         6300;;;30/04/2022;17/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000100251;DS Smith Packaging Deutschland;AR0235;0700001264
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       100.00;                          100;;;31/03/2022;17/03/2022;31/03/2022;21/04/2022;31/03/2022;GB08;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;AR0236;0700001265
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    896298.64;                    746915.53;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;AR0281;0700001266
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    513365.05;                    513365.05;;;12/04/2022;31/03/2022;28/03/2022;21/04/2022;12/04/2022;GB08;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;AR0282;0700001267
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    586004.25;                    586004.25;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;AR0283;0700001268
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    118533.90;                     118533.9;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;AR0285;0700001270
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     93594.36;                     93594.36;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;AR0286;0700001271
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    370030.89;                    370030.89;;;28/04/2022;31/03/2022;28/03/2022;21/04/2022;28/04/2022;GB08;Bank Transfer;YES;0000101460;DS Smith Hellas SA;AR0287;0700001272
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    159496.81;                    159496.81;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;AR0289;0700001274
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    869325.30;                     869325.3;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;AR0290;0700001275
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    320588.54;                    320588.54;;;28/04/2022;31/03/2022;28/03/2022;21/04/2022;28/04/2022;GB08;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;AR0291;0700001276
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3702.89;                      3702.89;;;28/04/2022;31/03/2022;28/03/2022;21/04/2022;28/04/2022;GB08;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;AR0292;0700001277
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    488706.44;                    488706.44;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;AR0298;0700001283
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     10870.09;                     10870.09;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;AR0299;0700001284
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    204852.72;                    204852.72;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;AR0300;0700001285
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     95404.59;                     95404.59;;;30/04/2022;31/03/2022;28/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;AR0301;0700001286
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13764.19;                     13764.19;;;31/03/2022;28/03/2022;31/03/2022;21/04/2022;31/03/2022;GB08;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0303;0700001288
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      8566.67;                      8566.67;;;05/10/2021;30/12/2020;30/12/2020;30/12/2020;05/10/2021;;Bank Transfer;YES;0000101749;DS Smith Omikron Kft;AR0137;0700001289
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21163.78;                     21163.78;;;31/03/2022;28/03/2022;31/03/2022;21/04/2022;31/03/2022;GB08;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0304;0700001289
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     13764.19;                     13764.19;;;31/03/2022;28/03/2022;31/03/2022;28/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0303;0700001290
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2555.56;                      2555.56;;;30/06/2021;30/12/2020;30/12/2020;15/01/2021;30/06/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AR0139;0700001291
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     21163.78;                     21163.78;;;31/03/2022;28/03/2022;31/03/2022;28/03/2022;31/03/2022;GB08;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0304;0700001291
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18800.00;                        18800;;;30/06/2021;30/12/2020;30/12/2020;15/01/2021;30/06/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AR0140;0700001292
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13764.19;                     13764.19;;;30/04/2022;28/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0303;0700001292
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21163.78;                     21163.78;;;30/04/2022;28/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0304;0700001293
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18342.15;                     18342.15;;;30/04/2022;28/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0305;0700001294
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4218.63;                      4218.63;;;30/04/2022;28/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0306;0700001295
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     72267.25;                     72267.25;;;12/04/2022;31/03/2022;31/03/2022;21/04/2022;12/04/2022;GB08;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;AR0308;0700001297
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3274.14;                      3274.14;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;AR0310;0700001299
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4603.92;                         3852;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0312;0700001301
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       365.03;                       365.03;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0313;0700001302
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       176.28;                        146.9;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0314;0700001303
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       645.83;                       645.83;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;;0700001306
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       645.83;                       645.83;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;;0700001307
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1550.00;                         1550;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700001308
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     11380.44;                     11380.44;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700001309
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2886.59;                      2886.59;;;30/04/2022;31/03/2022;31/03/2022;31/12/2022;30/04/2022;;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;;0700001310
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13130.22;                     13130.22;;;30/04/2022;31/03/2022;31/03/2022;21/04/2022;30/04/2022;GB08;Bank Transfer;YES;0000101639;D S Smith AD Skopje;;0700001311
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     65459.98;                     65459.98;;;31/03/2022;31/03/2022;31/03/2022;31/03/2022;31/03/2022;;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;;0700001330
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     16000.00;                        16000;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700001364
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     36200.00;                        36200;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700001365
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     46400.00;                        46400;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700001366
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      8200.00;                         8200;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700001367
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     37200.00;                        37200;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700001368
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      8800.00;                         8800;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700001369
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     19600.00;                        19600;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700001370
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1200.00;                         1200;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700001371
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       700.00;                          700;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700001372
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     21000.00;                        21000;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101459;DS Smith Hellas SA;PGRKOR;0700001373
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     31000.00;                        31000;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700001374
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     33600.00;                        33600;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700001375
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     32600.00;                        32600;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700001376
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     36800.00;                        36800;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;PHUFUS;0700001377
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     10400.00;                        10400;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700001378
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      3000.00;                         3000;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700001379
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       200.00;                          200;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700001380
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1800.00;                         1800;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700001381
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     17400.00;                        17400;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700001382
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      2000.00;                         2000;;;15/04/2022;14/04/2022;14/04/2022;14/04/2022;15/04/2022;;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700001383
