Company Name;Company Code;HFM Entity Code;Currency;Dcoument Type;Debit/Credit indicator;Gross Value in Local Currency;Net Value in Local Currency;Gross Value in GBB;Net Value in GBB;Clearing Date;Document Date;Document Recipt Date;Due Date;Payment Date;Payment Terms Code;Payment Method Code;Trading Partner;Customer Code;Customer Name;SAP Reference Number;SAP Document Number
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     53219.25;                     53219.25;;;30/09/2021;31/05/2021;31/05/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000001
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     43198.94;                     43198.94;;;30/09/2021;31/05/2021;31/05/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000002
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     53219.25;                     53219.25;;;30/09/2021;30/06/2021;30/06/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000003
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     51537.00;                        51537;;;30/09/2021;30/06/2021;30/06/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000004
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     51537.00;                        51537;;;30/09/2021;31/07/2021;31/07/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000005
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     53289.62;                     53289.62;;;30/09/2021;31/07/2021;31/07/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000006
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     53289.62;                     53289.62;;;30/09/2021;31/08/2021;31/08/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000007
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     53325.27;                     53325.27;;;30/09/2021;31/08/2021;31/08/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000008
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     53325.27;                     53325.27;;;30/09/2021;30/09/2021;30/09/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000009
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     51639.90;                      51639.9;;;31/10/2021;30/09/2021;30/09/2021;31/12/2021;31/10/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000010
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     51639.90;                      51639.9;;;31/10/2021;31/10/2021;31/10/2021;31/12/2022;31/10/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000011
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     53231.10;                      53231.1;;;28/02/2022;31/10/2021;31/10/2021;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000012
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     53231.10;                      53231.1;;;28/02/2022;30/11/2021;30/11/2021;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000014
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     51231.30;                      51231.3;;;28/02/2022;30/11/2021;30/11/2021;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000015
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     51231.30;                      51231.3;;;28/02/2022;31/12/2021;31/12/2021;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000016
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     52779.05;                     52779.05;;;28/02/2022;31/12/2021;31/12/2021;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000017
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     52779.05;                     52779.05;;;28/02/2022;31/01/2022;31/01/2022;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000018
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     45169.50;                      45169.5;;;30/09/2021;30/11/2020;30/11/2020;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000019
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     52528.62;                     52528.62;;;28/02/2022;31/01/2022;31/01/2022;31/12/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000019
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                      3031.59;                      3031.59;;;30/04/2022;30/04/2020;30/04/2020;30/04/2020;30/04/2022;;Bank Transfer;YES;0000101750;D S Smith Packaging Austria;;0700000020
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     52528.62;                     52528.62;;;28/02/2022;28/02/2022;28/02/2022;30/04/2022;28/02/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000020
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     47284.72;                     47284.72;;;30/04/2022;28/02/2022;28/02/2022;30/04/2022;30/04/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000021
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     45169.50;                      45169.5;;;30/09/2021;31/12/2020;31/12/2020;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000022
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     46705.53;                     46705.53;;;30/09/2021;31/12/2020;31/12/2020;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000023
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     46736.84;                     46736.84;;;30/09/2021;31/01/2021;31/01/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000026
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                      1392.20;                       1392.2;;;30/04/2022;25/01/2021;31/01/2021;25/01/2021;30/04/2022;;Bank Transfer;YES;0000101750;D S Smith Packaging Austria;;0700000027
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     46705.53;                     46705.53;;;30/09/2021;31/01/2021;31/01/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000029
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     46736.84;                     46736.84;;;30/09/2021;28/02/2021;28/02/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000030
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     42242.20;                      42242.2;;;30/09/2021;28/02/2021;28/02/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000031
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     42242.20;                      42242.2;;;30/09/2021;31/03/2021;31/03/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000032
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     46796.67;                     46796.67;;;30/09/2021;31/03/2021;31/03/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000033
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                     46796.67;                     46796.67;;;30/09/2021;30/04/2021;30/04/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000034
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;S;                     43198.94;                     43198.94;;;30/09/2021;30/04/2021;30/04/2021;31/12/2021;30/09/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0700000035
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SA;H;                      1042.69;                      1042.69;;;30/04/2022;30/04/2021;30/04/2021;30/04/2021;30/04/2022;;Bank Transfer;YES;0000101750;D S Smith Packaging Austria;;0700000043
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;H;                    200000.00;                       200000;;;31/12/2021;31/12/2021;31/12/2021;31/12/2022;31/12/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0800000011
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;S;                      1392.20;                       1392.2;;;30/04/2022;25/01/2021;31/01/2021;15/02/2021;30/04/2022;GB06;Bank Transfer;YES;0000101750;D S Smith Packaging Austria;;0800000012
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;S;                    200000.00;                       200000;;;31/12/2021;31/12/2021;31/12/2021;31/12/2022;31/12/2021;;Bank Transfer;YES;0000101438;DS Smith PLC;;0800000012
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;H;                     47284.72;                     47284.72;;;30/04/2022;31/03/2022;31/03/2022;31/12/2022;30/04/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0800000017
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;S;                     52440.84;                     52440.84;;;30/04/2022;31/03/2022;31/03/2022;31/12/2022;30/04/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0800000019
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;S;                      3608.48;                      3608.48;;;30/04/2022;30/04/2022;30/04/2022;21/05/2022;30/04/2022;GB08;Bank Transfer;YES;0000101750;D S Smith Packaging Austria;;0800000020
DS Smith Austria Holdings;ATAU;CATAUH;EUR;SB;H;                     52440.84;                     52440.84;;;30/04/2022;30/04/2022;30/04/2022;31/12/2022;30/04/2022;;Bank Transfer;YES;0000101438;DS Smith PLC;;0800000023
DS Smith Austria Holdings;ATAU;CATAUH;EUR;OD;S;                       465.80;                        465.8;;;30/04/2022;30/04/2020;30/04/2020;15/05/2020;30/04/2022;DDBP;Bank Transfer;YES;0000101750;D S Smith Packaging Austria;34116;9900000002
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;DR;S;                      5680.07;                      5680.07;;;05/10/2021;30/06/2020;30/06/2020;15/08/2020;05/10/2021;HR30;Bank Transfer;YES;0000101749;DS Smith Omikron Kft;AR0015;0400000014
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9300.00;                         9300;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700000033
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22500.00;                        22500;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700000034
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     25800.00;                        25800;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700000035
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3100.00;                         3100;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700000036
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21600.00;                        21600;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700000037
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5700.00;                         5700;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700000038
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700000039
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       660.00;                          660;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700000040
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       380.00;                          380;;;26/08/2021;25/05/2021;25/05/2021;15/07/2021;26/08/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700000041
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      7000.00;                         7000;;;26/08/2021;25/05/2021;25/05/2021;15/07/2021;26/08/2021;HR30;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700000042
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19500.00;                        19500;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700000043
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19000.00;                        19000;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700000044
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22300.00;                        22300;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;PHUFUS;0700000045
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      6300.00;                         6300;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700000046
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1730.00;                         1730;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700000047
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                        90.00;                           90;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700000048
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1100.00;                         1100;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700000049
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      8700.00;                         8700;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700000050
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1200.00;                         1200;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700000051
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;PROTIM;0700000052
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19100.00;                        19100;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700000053
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     35400.00;                        35400;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700000054
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4250.00;                         4250;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700000055
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       140.00;                          140;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700000056
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     23300.00;                        23300;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700000057
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       660.00;                          660;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700000058
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1200.00;                         1200;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700000059
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2000.00;                         2000;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700000060
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       180.00;                          180;;;26/08/2021;25/05/2021;25/05/2021;15/06/2021;26/08/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700000061
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       252.61;                       252.61;;;26/05/2021;10/05/2021;26/05/2021;15/06/2021;26/05/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;;0700000062
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1430.00;                         1430;;;18/06/2021;21/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;AR0002;0700000064
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2250.00;                         2250;;;18/06/2021;21/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;AR0003;0700000065
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       504.86;                       504.86;;;18/06/2021;21/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;AR0004;0700000066
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       594.77;                       594.77;;;31/01/2022;21/05/2021;26/05/2021;15/06/2021;31/01/2022;GB06;Bank Transfer;YES;0000101669;D S Smith Unijapapir;AR0005;0700000067
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1490.37;                      1490.37;;;30/07/2021;21/05/2021;26/05/2021;15/06/2021;30/07/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AR0006;0700000068
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       330.00;                          330;;;31/10/2021;21/05/2021;26/05/2021;15/06/2021;31/10/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;AR0007;0700000069
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1100.00;                         1100;;;30/06/2021;21/05/2021;26/05/2021;15/06/2021;30/06/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;AR0008;0700000070
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1392.00;                         1160;;;18/06/2021;21/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0009;0700000071
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1308.00;                         1090;;;18/06/2021;21/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;AR0010;0700000072
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3380.00;                         3380;;;21/06/2021;21/05/2021;26/05/2021;15/06/2021;21/06/2021;GB06;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;AR0011;0700000073
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3303.14;                      3303.14;;;18/06/2021;21/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;AR0012;0700000074
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     12837.46;                     12837.46;;;30/07/2021;25/05/2021;26/05/2021;15/06/2021;30/07/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0013;0700000075
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     14977.68;                     14977.68;;;18/06/2021;25/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0014;0700000076
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9797.57;                      9797.57;;;29/09/2021;25/05/2021;26/05/2021;15/06/2021;29/09/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;AR0015;0700000077
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     15496.06;                     15496.06;;;18/06/2021;25/05/2021;26/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0016;0700000078
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4578.44;                      3846.17;;;18/06/2021;31/05/2021;31/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0017;0700000081
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       353.14;                       353.14;;;18/06/2021;31/05/2021;31/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0018;0700000082
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       145.07;                       120.89;;;18/06/2021;31/05/2021;31/05/2021;15/06/2021;18/06/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0019;0700000083
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1208.83;                      1208.83;;;14/07/2021;10/05/2021;31/05/2021;10/05/2021;14/07/2021;HR04;Bank Transfer;NO;0000236709;August Overhoff Drahtwerk GmbH;10126;0700000085
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       645.83;                       645.83;;;30/06/2021;31/05/2021;31/05/2021;15/06/2021;30/06/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;;0700000091
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       645.83;                       645.83;;;30/06/2021;31/05/2021;31/05/2021;15/06/2021;30/06/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;;0700000092
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1550.00;                         1550;;;30/06/2021;31/05/2021;31/05/2021;15/06/2021;30/06/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700000093
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13791.55;                     13791.55;;;30/06/2021;31/05/2021;31/05/2021;15/06/2021;30/06/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;;0700000094
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2886.59;                      2886.59;;;30/06/2021;31/05/2021;31/05/2021;31/05/2021;30/06/2021;;Bank Transfer;YES;0000101749;DS Smith Omikron Kft;;0700000095
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     13130.22;                     13130.22;;;30/06/2021;31/05/2021;31/05/2021;15/06/2021;30/06/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;;0700000096
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9300.00;                         9300;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700000133
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     22500.00;                        22500;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700000134
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     25800.00;                        25800;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700000135
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3100.00;                         3100;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700000136
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21600.00;                        21600;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700000137
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5700.00;                         5700;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700000138
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700000139
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       660.00;                          660;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700000140
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       380.00;                          380;;;26/08/2021;15/06/2021;15/06/2021;15/08/2021;26/08/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700000141
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      7000.00;                         7000;;;26/08/2021;15/06/2021;15/06/2021;15/08/2021;26/08/2021;HR30;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700000142
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19500.00;                        19500;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700000143
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19000.00;                        19000;;;26/08/2021;15/06/2021;15/06/2021;15/07/2021;26/08/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700000144
